movie_name,movie_description,target,id
A Street Cat Named Bob,"A stray ginger cat changes the life of James Bowen (Luke Treadaway), a homeless London street musician and recovering drug addict.",Drama,e429c4da
Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",Drama,c4e6e364
Danger Next Door,"Hoping for peace and quiet, a pregnant woman and her reluctant husband move to the country where it's safer and calmer. Small-town life seems picture perfect until their next-door neighbors pull them into their twisted fantasy.",Mystery,2b7e8453
Help,"A painful break up prompts Grace to visit her friend Liv who is living in the idyllic English countryside with her boyfriend Edward and his dog Polly. The trio start the weekend in high spirits but soon turns into chaos, as well-kept secrets are exposed and the friends come to see each other in a whole new light.",Mystery,a4a97b0a
Horrible Bosses 2,"Tired of always answering to others, Nick (Jason Bateman), Dale (Charlie Day) and Kurt (Jason Sudeikis) go into business for themselves. After demonstrating the prototype for an invention called the Shower Buddy, the guys attract the attention of Rex Hanson and his father, Bert. Bert invests in the trio's product, then cancels the order and steals their idea. Now heavily in debt and with no legal recourse, Nick, Dale and Kurt decide to kidnap Rex and use the ransom money to pay off their loans.",Comedy,3c2b3965
Llamageddon,A vengeful llama from outer space lands on Earth and brings death and destruction to everyone in its path.,Comedy,2a9c784c
Nina Forever,"After his girlfriend Nina dies, Rob falls in love with Holly. The new relationship faces a huge challenge when Nina comes back to life to sarcastically taunt the couple whenever they try to have sex.",Comedy,0dc52b3f
Smile,The relationship between a teenage girl and her doll escalates into something sinister.,Horror,32e00258
The Curse of La Patasola,"On a weekend camping trip, two struggling couples are haunted by La Patasola, a famed vampiric monster from Amazonian folklore, testing their relationships, morality, and will to survive.",Horror,b544c04f
The Eye,"Blind for most of her life, concert violinist Sydney Wells (Jessica Alba) is the recipient of a double corneal transplant that restores her sight at long last. With the help of her doctor (Alessandro Nivola) and sister (Parker Posey), she learns to see again. Soon, however, frightening visions convince her that a terrifying alternate world exists, and only she can see it.",Horror,ba706479
Win It All,"A small-time gambler (Jake Johnson) agrees to stash a duffel bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds.",Comedy,be39a476
Better Days,A bullied high school student and a small-time criminal become the prime suspects in the murder of a teenage girl.,Drama,95ef31db
Blithe Spirit,A married crime novelist finds himself in a tough predicament when an eccentric mystic summons the spirit of his first wife during a séance.,Comedy,8949dba2
Charlie's Angels: Full Throttle,"The Angels (Lucy Liu), (Drew Barrymore), (Cameron Diaz) are ready to go undercover to retrieve two missing silver wedding bands containing valuable encrypted information -- the new identities of every person in the Federal Witness Protection Program. When witnesses start to turn up dead, only the Angels can stop the perpetrator by using their expertise as masters of disguise, espionage, and martial arts.",Action,f8cd7613
Chickenhare and the Hamster of Darkness,A brave young animal explorer teams up with two trusty friends to find a powerful artifact before his greedy uncle can get his paws on it.,Kids,7bcb0542
Last Knights,A fallen swordsman (Clive Owen) leads a small army against a sadistic ruler to avenge his dishonored master (Morgan Freeman).,Action,64d472e4
Midnight Runners,Two national police cadets investigate a kidnapping.,Action,0c0a977e
Mr. Magorium's Wonder Emporium,"Magic flows freely through the walls and toys within the Wonder Emporium. But when Mr. Magorium (Dustin Hoffman), the store's 243-year-old proprietor, decides to turn the reins over to his manager Molly Mahoney (Natalie Portman), mysterious changes creep over the Emporium. Molly and Henry (Jason Bateman), an accountant, must discover the magic within themselves if they are ever to revive the now-quiet toys.",Kids,510fe58d
Sin nombre,"Sayra (Paulina Gaitán), a Honduran teen, hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father, who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers (Edgar Flores, Kristyan Ferrer) who have boarded the same American-bound train.",Mystery,7fadfc74
Sleep Tight,"César is the superintendent of an apartment building and keeps very close tabs on the tenants. He secretly enjoys inflicting pain on others, and the occupant of apartment 5B will be his new target.",Horror,904b8fae
The Presidio,"Ex-military policeman Jay Austin (Mark Harmon) is now a San Francisco detective. When his former MP partner is killed at a military base, he takes the case. But after arriving at the crime scene, he realizes he must look to his old rival, Lt. Col. Alan Caldwell (Sean Connery), for help. Austin then falls for Caldwell's daughter, Donna (Meg Ryan), further complicating matters. Still, the two men push on in their search, learning to respect one another as they pursue the killer.",Action,b5f93cd2
Borderland,"Ed (Brian Presley), Henry (Jake Muxworthy) and Phil (Rider Strong) are three American college graduates in search of wild times in Mexico. After a night of partying with two local women, Ed and Henry realize that Phil is missing. Joining forces with an ex-cop, their search for their friend leads them to a horrifying encounter with cultists who practice human sacrifice.",Mystery,5084f2ae
Down,"After the elevators at a New York City skyscraper begin inexplicably malfunctioning, putting its passengers at risk, mechanic Mark Newman (James Marshall) and reporter Jennifer Evans (Naomi Watts) begin separate investigations. Newman gets resistance from superiors at his company, which manufactured the elevator, while additional elevator incidents cause several gruesome deaths. The police get involved and suspect that terrorists are responsible, but a far stranger explanation looms.",Horror,c0779ce0
Get Him to the Greek,"An ambitious executive at a record company, Aaron Green (Jonah Hill) gets what looks like an easy assignment: He must escort British rock legend Aldous Snow (Russell Brand) to L.A.'s Greek Theatre for the first stop on a lucrative comeback-concert tour. Snow, however, has different plans. Learning his true love is in California, the rocker vows to win her back before starting the tour, forcing Aaron to pull out all the stops to get Snow on stage in time.",Comedy,b001a21d
Hennessy,"Former Irish Republican Army member Niall Hennessy (Rod Steiger) lives in Belfast, Ireland, with his wife and daughter amid the ongoing Irish-British conflict. Though he still knows people in the IRA, including fugitive leader Tobin (Eric Porter), Niall has given up his violent ways. One day his family is caught in a chaotic street shootout and killed by British forces. Overwhelmed with rage and hunted by a Scotland Yard inspector, Niall heads to London to exact his deadly revenge.",Mystery,1056ea0e
The Death of Dick Long,"In small-town Alabama, Zeke and Earl scramble to cover up the unlikely and illegal events that led to their friend's death while trying to dodge their families, the cops and one horrified medical examiner.",Comedy,19c2e1e4
The Double,"When the assassination of a U.S. senator bears the signature style of a Russian spy known as Cassius, CIA director Tom Highland (Martin Sheen) calls top operative Paul Shepherdson (Richard Gere) out of retirement to investigate. Paul's partner on the case is Ben Geary (Topher Grace), a young agent who also has studied Cassius and is certain the Russian is behind the slaying, even though Paul insists that Cassius is long dead. But, Paul may not be who he claims to be.",Action,3fa6d90b
